"ccn","impute_discharge","impute_drg100","impute_drg101","impute_neuro1","impute_neuro2","total_discharges","drg_100","drg_101","total_beds_min","total_beds_max","cec","num_neuro_afl_1","num_neuro_afl_2","zip"
"232033",1,1,1,1,1,75,0,0,32,32,0,2,1,"48602"
"232034",1,1,1,1,1,254,0,0,17,76.9,0,1,1,"49080"
"232035",1,1,1,1,1,51,0,0,22,25,0,2,1,"49016"
"232037",1,1,1,1,1,323,0,0,30,109.4,0,3,1,"48912"
"232039",1,1,1,1,1,103,0,0,42,42,0,2,1,"48342"
"233300",1,1,1,0,1,1654,13,19,0,242.9,1,2,1,"48201"
"240001",0,0,0,0,0,4366,25,26,270.1,336.5,0,16,9,"55422"
"240002",0,0,0,0,0,6388,24,42,354.1,456,0,6,9,"55805"
"240004",0,0,0,0,0,2429,22,21,358,482.4,0,44,5,"55415"
"240006",0,0,0,0,1,119,0,0,47,60,0,5,6,"55904"
"240010",1,0,0,0,0,12618,42,93,1457.4,1543,1,132,5,"55902"
"240014",0,0,0,0,0,348,0,0,16.1,70,0,2,1,"55057"
"240018",0,0,0,0,0,498,0,0,45.9,62,0,2,2,"55066"
"240019",0,0,0,0,0,487,0,0,37.1,181,0,15,5,"55805"
"240020",0,0,0,0,0,407,0,0,36.9,103,0,2,1,"55008"
"240022",0,0,0,1,1,87,0,0,25,68,0,2,1,"56187"
"240030",0,0,0,0,0,853,0,0,45,65,0,2,5,"56308"
"240036",0,0,0,0,0,8651,30,40,401,500,0,25,5,"56303"
"240038",0,0,0,0,0,5644,31,63,361.6,811.6,1,18,9,"55102"
"240040",0,0,0,0,0,475,0,0,36.7,69.1,0,1,2,"55746"
"240043",0,0,0,0,0,1096,0,0,122.7,181,0,11,4,"56007"
"240044",0,0,0,0,1,351,0,0,30.9,54,0,1,1,"55987"
"240047",0,0,0,0,0,4016,11,17,312,478,0,10,8,"55805"
"240050",0,0,0,1,1,436,0,0,64,107,0,1,1,"55092"
"240052",0,0,0,0,1,428,0,0,35,108,0,6,3,"56537"
"240053",0,0,0,0,0,6145,15,30,324,360,0,31,10,"55426"
"240056",0,0,0,0,0,1441,0,0,97,115,0,2,4,"55387"
"240057",0,0,0,0,0,9480,32,81,462.6,858.3,1,55,14,"55407"
"240059",0,0,0,1,1,230,0,0,22.6,61,0,1,1,"55033"
"240063",0,0,0,0,0,2606,17,25,0,234.4,0,9,2,"55102"
"240064",0,0,0,0,1,443,0,0,44.8,64.7,0,4,5,"55744"
"240066",0,0,0,0,0,1136,0,0,60,75,0,1,4,"55082"
"240069",0,0,0,1,1,280,0,0,28,74.4,0,2,2,"55060"
"240071",0,0,0,1,1,240,0,0,20,55,0,2,1,"55021"
"240075",0,0,0,0,0,1210,0,0,81.6,137,0,3,1,"56401"
"240076",0,0,0,1,1,247,0,0,36.7,112,0,1,1,"55313"
"240078",0,0,0,0,0,4436,21,20,291,357.6,0,20,12,"55435"
"240080",0,0,0,0,0,5445,19,56,545.7,816.3,1,58,5,"55454"
"240084",0,0,0,0,0,351,0,0,31.9,106.7,0,1,1,"55792"
"240088",0,0,0,0,1,507,0,0,38.1,111,0,2,1,"56201"
"240093",0,0,0,0,0,2739,11,13,171,220.6,0,9,7,"56001"
"240100",0,0,0,0,0,1620,0,0,102,139,0,5,8,"56601"
"240101",0,0,0,0,0,398,0,0,30.2,81.9,0,2,3,"56501"
"240104",0,0,0,1,1,924,0,0,82.1,180.9,0,2,3,"55379"
"240106",0,0,0,0,0,7306,22,49,360,416,0,42,7,"55101"
"240115",0,0,0,0,0,7976,16,44,586.4,776.9,0,28,10,"55433"
"240141",0,0,0,0,0,172,0,0,43,50,0,1,3,"55371"
"240166",0,0,0,0,0,246,0,0,37.1,50.6,0,1,1,"56031"
"240187",0,0,0,0,0,244,0,0,37,86,0,5,2,"55350"
"240207",0,0,0,0,0,2232,0,0,194.7,242.7,0,3,7,"55337"
"240210",0,0,0,0,0,1997,0,18,187.1,227.9,0,7,3,"55109"
"240213",0,0,0,0,0,1454,0,0,68.7,107.9,0,1,6,"55125"
"240214",0,0,0,1,1,786,0,0,110.8,158.7,0,8,2,"55369"
"241300",1,1,1,1,1,18,0,0,4,10,0,1,2,"56557"
"241301",1,1,1,1,1,203,0,0,8,15,0,1,1,"56623"
"241302",1,1,1,1,1,202,0,0,6,9.7,0,1,1,"56183"
"241303",1,1,1,1,1,215,0,0,10,25,0,2,1,"56175"
"241304",1,1,1,1,1,55,0,0,12,15,0,1,1,"56296"
"241305",1,1,1,0,0,75,0,0,25,25,0,1,2,"56431"
"241306",1,1,1,1,1,12,0,0,16,16,0,2,1,"56277"
"241308",1,1,1,1,1,51,0,0,12,32,0,2,1,"55616"
"241309",1,1,1,1,1,270,0,0,6.7,27,0,2,1,"55072"
"241311",1,1,1,1,1,131,0,0,7.8,11,0,2,1,"55307"
"241312",1,1,1,1,1,131,0,0,5.7,22.3,0,2,1,"55723"
"241313",1,1,1,1,1,18,0,0,8,28,0,1,1,"56510"
"241314",1,1,1,1,1,202,0,0,6.6,12,0,2,1,"56232"
"241315",1,1,1,1,1,215,0,0,20,20,0,1,1,"56143"
"241316",1,1,1,1,1,343,0,0,20,27,0,2,1,"56628"
"241317",1,1,1,1,1,12,0,0,16,16,0,2,1,"55604"
"241318",1,1,1,1,1,247,0,0,18,21,0,1,1,"55731"
"241319",1,1,1,0,1,136,0,0,8,14,0,1,1,"56172"
"241320",1,1,1,0,0,11,0,0,34,55,0,1,1,"56716"
"241321",1,1,1,1,1,71,0,0,7.4,19,0,1,1,"56240"
"241322",1,1,1,1,1,87,0,0,16,25,0,1,1,"56649"
"241323",1,1,1,1,1,182,0,0,29,50,0,2,1,"56062"
"241325",1,1,1,1,1,77,0,0,10,25,0,1,2,"56265"
"241326",1,1,1,1,1,14,0,0,18.1,33,0,1,1,"56347"
"241327",1,1,1,1,1,123,0,0,16,28,0,1,1,"56085"
"241328",1,1,1,1,1,309,0,0,8,8.6,0,2,1,"56621"
"241329",1,1,1,0,1,68,0,0,14,25,0,1,1,"56479"
"241330",1,1,1,1,1,1984,0,0,19.4,37,0,1,4,"56352"
"241332",1,1,1,1,1,1078,0,0,29,29,0,3,1,"56101"
"241333",1,1,1,1,1,576,0,0,14.1,19,0,6,1,"56081"
"241334",1,1,1,1,1,2358,15,18,25,25,0,1,1,"56082"
"241335",1,1,1,1,1,105,0,0,12,12,0,1,1,"55981"
"241336",1,1,1,1,1,202,0,0,6,15,0,2,1,"56728"
"241337",1,1,1,1,1,68,0,0,12,12,0,1,2,"56762"
"241338",1,1,1,0,1,12,0,0,14,17,0,1,1,"55041"
"241339",1,1,1,1,1,58,0,0,12,16,0,1,1,"56136"
"241340",1,1,1,1,1,186,0,0,9.9,31,0,2,1,"55705"
"241341",1,1,1,1,1,12,0,0,11,11,0,2,1,"56208"
"241342",1,1,1,0,1,13,0,0,25,25,0,1,1,"56278"
"241343",1,1,1,1,1,18,0,0,5.4,6.1,0,2,1,"56241"
"241344",1,1,1,1,1,155,0,0,14,35,0,2,1,"56751"
"241345",1,1,1,0,0,18,0,0,11,17,0,1,1,"56093"
"241346",1,1,1,1,1,243,0,0,16,26,0,2,1,"55009"
"241347",1,1,1,1,1,79,0,0,10,25,0,1,1,"56220"
"241348",1,1,1,1,1,41,0,0,10,11,0,2,2,"56178"
"241349",1,1,1,1,1,509,0,0,11.9,36,0,2,1,"56362"
"241350",1,1,1,1,1,123,0,0,14.4,35,0,2,1,"55767"
"241351",1,1,1,1,1,203,0,0,7.9,35,0,1,1,"56283"
"241353",1,1,1,1,1,218,0,0,17.3,50.8,0,1,1,"56441"
"241354",1,1,1,1,1,273,0,0,16,32,0,2,1,"56482"
"241355",1,1,1,1,1,68,0,0,12,34,0,1,1,"55336"
"241356",1,1,1,1,1,47,0,0,12.6,25,0,2,1,"56359"
"241357",1,1,1,1,1,13,0,0,9.7,47,0,2,2,"56542"
"241359",1,1,1,0,1,59,0,0,25,77.9,0,1,1,"56258"
"241360",1,1,1,1,1,147,0,0,11.6,33,0,1,2,"56636"
"241361",1,1,1,1,1,11,0,0,25.4,35,0,2,1,"56071"
"241362",1,1,1,1,1,404,0,0,27.7,61,0,2,1,"55362"
"241363",1,1,1,1,1,501,0,0,25,30,0,1,1,"56267"
"241364",1,1,1,1,1,365,0,0,25.1,74,0,2,3,"55720"
"241365",1,1,1,1,1,343,0,0,11,11,0,2,1,"56215"
"241366",1,1,1,1,1,142,0,0,23,48,0,1,1,"55355"
"241367",1,1,1,1,1,95,0,0,16.3,24,0,2,1,"55051"
"241368",1,1,1,1,1,1022,0,0,13.9,34,0,1,1,"56378"
"241369",1,1,1,1,1,1045,0,0,12,38,0,3,3,"56013"
"241370",1,1,1,1,1,269,0,0,20,62,0,2,1,"56345"
"241371",1,1,1,1,1,26,0,0,13,25,0,2,1,"56156"
"241372",1,1,1,1,1,18,0,0,6,12,0,1,1,"56256"
"241373",1,1,1,0,0,348,0,0,25,25,0,1,2,"56573"
"241374",1,1,1,1,1,131,0,0,8,12,0,2,1,"56164"
"241375",1,1,1,1,1,180,0,0,6.8,10.1,0,2,1,"56058"
"241376",1,1,1,1,1,214,0,0,13.6,22,0,2,1,"56334"
"241377",1,1,1,0,1,186,0,0,12,25,0,1,2,"56520"
"241378",1,1,1,0,1,109,0,0,27.4,108,0,5,1,"56073"
"241379",1,1,1,0,1,80,0,0,10,32,0,1,1,"56531"
"241380",1,1,1,1,1,541,0,0,50,50,0,1,1,"56470"
"241381",1,1,1,0,1,96,0,0,25,25.1,0,2,1,"56701"
"242004",1,1,1,1,1,180,0,0,0,59,0,1,1,"55103"
"242005",1,1,1,1,1,1235,0,0,66,66,0,1,3,"55422"
"243300",1,1,1,0,0,1320,0,17,24.6,83,1,4,1,"55106"
"243302",1,1,1,1,1,2666,0,0,376.3,444.7,0,8,5,"55404"
"250001",0,0,0,0,0,5571,32,30,558,706,1,31,2,"39216"
"250002",0,0,0,1,1,278,0,0,22,30,0,1,1,"38852"
"250004",0,0,0,0,0,10785,42,69,0,407.1,0,15,2,"38801"
"250006",0,0,0,1,1,653,0,0,114,114,0,1,3,"38652"
"250007",0,0,0,1,1,793,0,0,37,68,0,1,1,"39530"
"250009",0,0,0,0,0,3590,0,23,172.5,222,0,5,2,"38834"
"250012",0,0,0,1,1,77,0,0,34.3,40,0,2,1,"38635"
"250017",1,1,1,1,1,80,0,0,4,51,0,2,1,"38851"
"250018",1,1,1,1,1,18,0,0,12,16,0,1,1,"39422"
"250019",0,0,0,0,0,5327,19,21,240,263.3,0,10,1,"39502"
"250020",0,0,0,0,1,482,0,0,38,38,0,1,2,"39744"
"250025",0,0,0,1,1,541,0,0,38,65,0,2,1,"38821"
"250027",0,0,0,1,1,44,0,0,8,14,0,2,1,"39339"
"250031",0,0,0,0,0,1540,0,0,109.6,123.9,0,3,1,"39183"
"250034",0,0,0,0,1,3699,0,0,247,247,0,4,5,"38655"
"250036",0,0,0,1,1,165,0,0,21,42,0,2,1,"39452"
"250038",0,0,0,1,1,150,0,0,28,65.1,0,2,1,"39046"
"250040",0,0,0,0,0,4651,0,29,334,410,0,7,5,"39581"
"250042",0,0,0,0,1,470,0,17,25.3,100,0,2,1,"38614"
"250043",0,0,0,1,1,282,0,0,22.4,37,0,1,1,"39350"
"250044",0,0,0,0,0,391,0,0,160,160,0,1,1,"38829"
"250048",0,0,0,0,0,9055,40,64,369.4,478.7,0,11,4,"39216"
"250049",0,0,0,1,1,64,0,0,21.7,31,0,1,2,"39652"
"250050",0,0,0,1,1,367,0,0,96,96,0,1,2,"39759"
"250057",0,0,0,0,0,643,0,0,89,90,0,2,3,"39601"
"250058",0,0,0,0,1,2181,0,42,130,136,0,3,1,"39440"
"250060",1,1,1,1,1,220,0,0,12,30,0,2,1,"39069"
"250061",0,0,0,1,1,268,0,0,16,26,0,2,1,"38965"
"250067",0,0,0,0,0,404,0,0,0,50,0,1,4,"39773"
"250069",0,0,0,0,0,1776,14,29,66.4,137,0,1,1,"39301"
"250072",0,0,0,0,0,930,0,0,182.7,207.7,0,1,1,"39204"
"250077",0,0,0,1,1,213,0,0,0,67,0,1,1,"39367"
"250078",0,0,0,0,0,8346,53,49,300,591,0,16,2,"39404"
"250081",1,1,1,1,1,170,0,0,20.7,42,0,1,1,"39301"
"250082",0,0,0,0,0,1726,0,12,120,120,0,2,1,"38704"
"250084",0,0,0,1,1,1084,0,14,54.3,80.9,0,4,1,"39120"
"250085",0,0,0,1,1,239,0,0,38,38,0,1,1,"39429"
"250093",0,0,0,1,1,813,0,0,39,69,0,1,2,"38732"
"250094",0,0,0,0,0,1561,0,0,74.3,129.1,0,2,2,"39402"
"250095",0,0,0,1,1,134,0,0,28.8,32,0,1,1,"38751"
"250096",0,0,0,1,1,218,0,0,15,42.6,0,2,1,"39042"
"250097",0,0,0,1,1,1158,0,0,110,120,0,6,3,"39649"
"250099",0,0,0,0,1,1513,15,0,208,208,0,2,1,"38935"
"250100",0,0,0,0,0,2787,0,0,298,298,0,1,1,"39705"
"250102",0,0,0,0,0,7790,42,35,504,504,0,14,1,"39202"
"250104",0,0,0,0,0,3405,12,21,127.6,176.1,0,2,1,"39301"
"250117",0,0,0,0,0,362,0,0,57,80,0,1,4,"39466"
"250123",0,0,0,1,1,365,0,0,36.3,157,0,1,2,"39503"
"250124",0,0,0,1,1,189,0,0,32,32,0,2,1,"39111"
"250128",0,0,0,1,1,261,0,0,65,96,0,2,5,"38606"
"250134",0,0,0,0,1,18,0,0,0,23,0,1,1,"39193"
"250136",1,1,1,1,1,373,0,0,94.3,137,0,2,1,"39232"
"250138",0,0,0,0,0,694,0,0,66.6,115.3,0,4,4,"39232"
"250141",0,0,0,0,0,5731,39,21,421,421,0,4,5,"38671"
"250151",0,0,0,0,0,444,0,0,66.9,154,0,2,1,"39301"
"250152",1,1,1,0,0,279,0,0,0,70,0,2,5,"39216"
"250162",0,0,0,1,1,75,0,0,24.9,43.1,0,1,1,"39520"
"250163",1,1,1,1,1,881,0,0,24.9,443.3,0,3,5,"39153"
"250167",0,0,0,1,1,935,0,0,82.9,101,0,2,6,"38654"
"250168",0,0,0,1,1,408,0,0,52,52,0,1,1,"38901"
"250172",1,1,1,1,1,348,0,0,15,21,0,1,1,"38668"
"251300",1,1,1,0,1,66,0,0,25,37,0,1,1,"39074"
"251302",1,1,1,0,0,404,0,0,33.6,35,0,1,1,"39730"
"251304",1,1,1,0,1,200,0,0,17,18,0,1,2,"38921"
"251305",1,1,1,1,1,165,0,0,25,25,0,1,1,"39654"
"251306",1,1,1,1,1,242,0,0,22,22,0,2,1,"39476"
"251307",1,1,1,1,1,222,0,0,22.9,28.6,0,2,1,"39341"
"251308",1,1,1,1,1,68,0,0,25,26,0,2,1,"38863"
"251309",1,1,1,1,1,125,0,0,16,16.4,0,2,1,"39631"
"251312",1,1,1,1,1,42,0,0,27,27,0,2,2,"38967"
"251313",1,1,1,1,1,235,0,0,30,30,0,2,1,"39194"
"251315",1,1,1,1,1,267,0,0,40,40,0,2,1,"39051"
"251316",1,1,1,1,1,237,0,0,5,28,0,1,1,"39355"
"251317",1,1,1,0,1,90,0,0,21.1,30,0,1,1,"39114"
"251318",1,1,1,1,1,247,0,0,30,80.7,0,2,2,"38771"
"251319",1,1,1,1,1,136,0,0,7,18,0,1,2,"39095"
"251320",1,1,1,1,1,12,0,0,32,32,0,1,2,"39150"
"251322",1,1,1,0,0,13,0,0,25,25,0,1,1,"39365"
"251323",1,1,1,1,1,230,0,0,14,18.7,0,1,1,"39117"
"251324",1,1,1,1,1,590,0,0,24,33,0,1,2,"39667"
"251325",1,1,1,0,0,501,0,0,24,35,0,2,1,"39428"
"251326",1,1,1,1,1,351,0,0,20,20,0,1,1,"39474"
"251327",1,1,1,1,1,155,0,0,25,25,0,2,1,"39083"
"251329",1,1,1,1,1,131,0,0,7,7,0,2,1,"39451"
"251330",1,1,1,0,1,80,0,0,9.4,25,0,1,1,"39653"
"251331",1,1,1,0,1,1229,0,0,30,30,0,1,1,"38916"
"251333",1,1,1,1,1,147,0,0,18,25,0,1,1,"39470"
"251334",1,1,1,1,1,161,0,0,15,20,0,1,1,"39735"
"251335",1,1,1,1,1,60,0,0,4.9,19.7,0,1,2,"39328"
"251336",1,1,1,1,1,524,0,0,45,45,0,1,3,"39090"
"251337",1,1,1,1,1,590,0,0,32,35,0,1,2,"38663"
"251338",1,1,1,1,1,202,0,0,0,29,0,1,1,"39159"
"251339",1,1,1,1,1,223,0,0,8,8,0,2,1,"38646"
"252003",1,1,1,1,1,209,0,0,25,33,0,2,1,"39202"
"252004",1,1,1,1,1,534,0,0,21.5,49,0,2,1,"39301"
"252005",1,1,1,1,1,164,0,0,61,61,0,1,1,"39501"
"252006",1,1,1,1,1,1064,0,0,39,39,0,1,2,"39301"
"252007",1,1,1,1,1,1064,0,0,53,53,0,1,2,"39211"
"252008",1,1,1,1,1,793,0,0,35,35,0,1,3,"39183"
"252013",1,1,1,1,1,75,0,0,26.3,39,0,2,1,"38701"
"260001",0,0,0,0,0,3462,0,17,210.3,440,0,3,5,"64804"
"260004",0,0,0,1,1,46,0,0,28,64,0,2,1,"65233"
"260005",0,0,0,0,0,1937,13,19,0,250,0,5,5,"63301"
"260006",0,0,0,0,0,5706,18,19,246,291.7,0,15,4,"64506"
"260009",0,0,0,0,1,1153,0,0,37,136,0,1,1,"65302"
"260011",0,0,0,0,0,1580,0,11,60.1,166,0,5,5,"65109"
"260017",0,0,0,0,0,1629,0,0,144,246,0,4,3,"65401"
"260020",0,0,0,0,0,7131,30,37,937.7,1750,0,28,9,"63141"
"260022",0,0,0,0,1,528,0,0,30.6,93,0,2,3,"63501"
"260023",0,0,0,0,0,2416,0,0,201.6,482.4,0,2,7,"63028"
"260024",0,0,0,1,1,233,0,0,55,65,0,2,1,"65483"
"260025",0,0,0,0,0,1497,0,0,99,115,0,4,3,"63401"
"260027",0,0,0,0,0,3125,32,43,523,609,0,11,5,"64132"
"260032",0,0,0,0,0,14927,52,130,1183.9,1334,1,123,3,"63110"
"260034",0,0,0,1,1,150,0,0,20,49,0,1,1,"64730"
"260040",0,0,0,0,0,7301,22,22,543,801,0,25,6,"65807"
"260047",0,0,0,0,1,1440,0,13,117,158,0,4,1,"65102"
"260048",0,0,0,0,0,663,0,11,247,298.7,0,18,2,"64108"
"260050",0,0,0,0,0,152,0,0,27,64,0,1,1,"64468"
"260052",0,0,0,1,1,1251,0,0,110.4,293,0,13,8,"63090"
"260057",0,0,0,0,0,313,0,0,58,58,0,2,3,"64429"
"260059",0,0,0,0,0,352,0,0,47.6,117,0,2,4,"65536"
"260061",0,0,0,1,1,125,0,0,18.3,71,0,2,1,"64772"
"260062",0,0,0,0,1,1593,0,0,0,162,0,6,8,"64154"
"260064",0,0,0,1,1,212,0,0,20,75,0,1,1,"65265"
"260065",0,0,0,0,0,8901,33,33,574.4,1747,0,20,8,"65804"
"260068",0,0,0,0,0,4801,15,20,285.4,412,0,2,5,"65201"
"260070",0,0,0,1,1,368,0,0,5,49,0,2,2,"63851"
"260074",0,0,0,1,1,221,0,0,36.6,60.7,0,2,1,"65270"
"260077",0,0,0,0,0,7269,31,44,540.6,704.3,0,19,9,"63128"
"260078",0,0,0,0,0,1415,0,0,90,114,0,6,1,"65775"
"260081",0,0,0,0,0,2040,12,0,142.5,245.6,0,8,2,"63026"
"260085",0,0,0,0,0,1747,11,0,80.6,110.3,0,3,1,"64114"
"260091",0,0,0,0,0,2258,16,16,277,596.7,0,7,4,"63117"
"260094",0,0,0,0,0,1719,0,0,88.3,153.9,0,5,11,"65615"
"260095",0,0,0,0,0,3268,15,25,297,337,1,5,1,"64057"
"260096",0,0,0,0,0,5686,0,16,424,535,0,17,2,"64116"
"260097",0,0,0,1,1,467,0,0,35,62,0,2,1,"64093"
"260102",0,0,0,0,0,206,0,0,113,301,0,5,3,"64139"
"260104",0,0,0,0,0,4357,43,63,0,605.6,0,14,1,"63044"
"260105",0,0,0,0,0,2498,20,30,279,402,1,29,1,"63110"
"260108",0,0,0,0,0,6603,14,19,291.1,524,0,12,13,"63131"
"260110",0,0,0,0,0,2578,0,0,143,245,0,8,3,"63701"
"260113",0,0,0,0,0,927,0,0,103,125,0,2,2,"63801"
"260119",0,0,0,0,0,2779,0,18,146.1,200,0,6,6,"63901"
"260137",0,0,0,0,1,4893,0,22,0,441.7,0,10,6,"64804"
"260138",0,0,0,0,0,6056,42,33,0,486.9,1,17,7,"64111"
"260141",0,0,0,0,0,5416,24,51,604,673,1,38,2,"65212"
"260142",0,0,0,1,1,308,0,0,26.7,60,0,2,3,"65340"
"260160",0,0,0,0,0,422,0,0,41.1,48,0,1,2,"63841"
"260162",0,0,0,0,0,462,0,0,43.6,126.4,0,1,16,"63141"
"260163",0,0,0,1,1,1025,0,0,101.3,129,0,1,2,"63640"
"260175",0,0,0,1,1,502,0,0,36.7,50.8,0,1,1,"64735"
"260176",0,0,0,0,0,629,0,0,77.3,157,0,1,2,"63122"
"260177",0,0,0,0,1,1710,0,0,141.7,172,0,5,3,"64069"
"260179",0,0,0,0,0,5351,15,17,362,370,0,15,3,"63017"
"260180",0,0,0,0,0,3212,29,40,274.4,522,0,4,7,"63136"
"260183",0,0,0,0,0,3527,0,12,306,306,0,11,4,"63703"
"260186",0,0,0,0,0,1190,0,16,100,121,0,1,3,"65065"
"260190",0,0,0,0,0,974,0,13,80,98.9,0,3,1,"64063"
"260191",0,0,0,0,0,1450,0,11,94.1,118.4,0,3,2,"63376"
"260193",0,0,0,0,0,1177,0,0,43.3,116,0,1,1,"64014"
"260195",0,0,0,0,1,553,0,0,96.1,105,0,3,1,"65613"
"260200",0,0,0,0,0,2426,0,11,0,371,0,2,12,"63367"
"260209",1,1,1,0,1,40,0,0,13,39,0,1,2,"65251"
"260210",0,0,0,0,0,357,0,0,26.3,190,0,8,1,"63118"
"260214",0,0,0,1,1,773,0,0,48,68.9,0,3,2,"64012"
"260216",0,0,0,0,0,3856,0,17,179,248,0,4,7,"64086"
"260219",0,0,0,1,1,393,0,0,48.3,86.3,0,3,1,"63368"
"260227",0,0,0,1,1,30,0,0,13,35,0,2,2,"63901"
"261301",1,1,1,1,1,147,0,0,12,12,0,2,1,"64724"
"261302",1,1,1,0,1,372,0,0,12.1,32,0,2,1,"63645"
"261303",1,1,1,0,0,40,0,0,18,22,0,1,1,"64446"
"261305",1,1,1,0,1,63,0,0,15,25,0,1,1,"63565"
"261306",1,1,1,1,1,169,0,0,0,25,0,1,1,"63556"
"261307",1,1,1,1,1,18,0,0,0,25,0,2,1,"64628"
"261308",1,1,1,1,1,121,0,0,21.6,35,0,2,1,"63664"
"261309",1,1,1,1,1,219,0,0,16,24,0,2,1,"64683"
"261310",1,1,1,1,1,348,0,0,12,26,0,2,2,"63555"
"261311",1,1,1,1,1,254,0,0,27.8,49,0,2,1,"63775"
"261312",1,1,1,0,1,77,0,0,12,33,0,2,2,"64424"
"261313",1,1,1,0,0,71,0,0,10,25,0,1,1,"63552"
"261314",1,1,1,1,1,12,0,0,13,24,0,2,1,"65041"
"261315",1,1,1,1,1,169,0,0,0,8,0,2,1,"63628"
"261316",1,1,1,1,1,2239,0,0,14.7,123,0,9,3,"65605"
"261317",1,1,1,0,1,111,0,0,11.6,60,0,1,1,"65625"
"261318",1,1,1,1,1,35,0,0,24.8,33,0,1,1,"65560"
"261319",1,1,1,1,1,175,0,0,14.6,122,0,1,3,"63379"
"261320",1,1,1,1,1,63,0,0,30,35,0,1,1,"64067"
"261321",1,1,1,1,1,431,0,0,32,32,0,1,2,"64601"
"261322",1,1,1,1,1,64,0,0,20.7,38,0,2,1,"64024"
"261323",1,1,1,0,1,586,0,0,25,31,0,1,3,"64744"
"261324",1,1,1,0,1,144,0,0,15.1,52,0,1,2,"64701"
"261325",1,1,1,1,1,320,0,0,9.6,31,0,2,1,"64759"
"261327",1,1,1,0,0,64,0,0,25,39,0,1,1,"64085"
"261328",1,1,1,1,1,81,0,0,12,19,0,2,1,"64402"
"261329",1,1,1,1,1,33,0,0,12.4,44,0,1,2,"65708"
"261330",1,1,1,0,1,26,0,0,21.3,25,0,1,1,"63670"
"261331",1,1,1,1,1,198,0,0,0,25,0,2,1,"64850"
"261332",1,1,1,0,0,47,0,0,6,33,0,2,1,"64633"
"261333",1,1,1,1,1,136,0,0,5.3,25,0,2,1,"63353"
"261335",1,1,1,1,1,121,0,0,11.4,77,0,1,1,"65548"
"261336",1,1,1,1,1,55,0,0,18,21,0,1,1,"63663"
"261337",1,1,1,0,0,507,0,0,36.9,65.9,0,1,3,"63080"
"261338",1,1,1,0,0,59,0,0,26.9,63,0,3,2,"64836"
"262010",1,1,1,1,1,119,0,0,89.4,98,0,1,1,"63108"
"262013",1,1,1,1,1,1807,0,11,71,71,0,4,3,"63301"
"262015",1,1,1,1,1,163,0,0,25,30,0,1,1,"63701"
"262016",1,1,1,1,1,40,0,0,16.9,28,0,1,1,"64804"
"262017",1,1,1,1,1,974,0,0,44,60,0,2,2,"65804"
"262018",1,1,1,1,1,105,0,0,50,50,0,2,1,"64118"
"262019",1,1,1,1,1,203,0,0,25,30,0,2,1,"64506"
"262020",1,1,1,1,1,414,0,0,19.7,23,0,2,3,"65201"
"263301",1,1,1,1,1,2340,20,44,336,439,1,15,2,"63110"
"263302",1,1,1,1,1,2712,17,44,243.6,383,1,62,5,"64108"
"263303",1,1,1,1,1,956,0,0,40.3,60,0,1,4,"63043"
"263304",1,1,1,1,1,209,0,0,4,12,0,1,1,"63110"
"270003",0,0,0,0,0,1655,0,0,123,151,0,8,2,"59601"
"270004",0,0,0,0,0,4617,19,13,312.6,377.9,0,29,1,"59101"
"270012",0,0,0,0,1,2419,11,13,240,332,0,13,1,"59405"
"270014",0,0,0,0,0,3823,11,19,138.4,253,0,16,5,"59806"
"270017",0,0,0,1,1,980,0,0,73,75.1,0,1,2,"59701"
"270023",0,0,0,0,0,808,0,0,151,151,0,2,4,"59804"
"270032",0,0,0,1,1,144,0,0,33.5,49,0,1,2,"59501"
"270049",0,0,0,0,0,3459,0,11,217,272,0,9,3,"59101"
"270051",0,0,0,0,0,1978,0,0,192,327,0,14,1,"59901"
"270057",0,0,0,0,1,1390,0,0,116,129.1,0,7,1,"59715"
"270074",0,0,0,1,1,14,0,0,25,24,0,2,1,"59417"
"270086",0,0,0,1,1,302,0,0,41.1,42,0,1,1,"59405"
"270087",0,0,0,1,1,81,0,0,0,60,0,2,1,"59901"
"271300",1,1,1,1,1,192,0,0,20,37,0,1,1,"59255"
"271301",1,1,1,1,1,35,0,0,18.3,25,0,1,1,"59313"
"271302",1,1,1,1,1,380,0,0,25,28,0,1,1,"59324"
"271303",1,1,1,1,1,576,0,0,25,27,0,2,4,"59858"
"271304",1,1,1,1,1,56,0,0,23.6,25.6,0,2,1,"59442"
"271305",1,1,1,1,1,18,0,0,0,25,0,2,1,"59215"
"271306",1,1,1,1,1,142,0,0,23.7,25,0,2,1,"59645"
"271307",1,1,1,1,1,58,0,0,5.3,25,0,2,1,"59422"
"271308",1,1,1,1,1,189,0,0,25,30,0,2,1,"59218"
"271309",1,1,1,1,1,152,0,0,22,26,0,1,1,"59349"
"271310",1,1,1,1,1,18,0,0,0,25,0,2,1,"59337"
"271311",1,1,1,1,1,105,0,0,0,25,0,2,1,"59520"
"271312",1,1,1,1,1,61,0,0,6,6,0,2,1,"59538"
"271313",1,1,1,1,1,86,0,0,25,25,0,2,1,"59011"
"271314",1,1,1,1,1,46,0,0,16,20,0,2,1,"59722"
"271316",1,1,1,1,1,200,0,0,19,29,0,1,2,"59230"
"271317",1,1,1,1,1,51,0,0,22,25,0,2,1,"59047"
"271318",1,1,1,1,1,80,0,0,23.3,25,0,1,1,"59725"
